;W:\MZKE001_A1p_10000_SN0\MKZE001_A-01_A1p_P3-A-1_01_84239.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-10_A1p_P3-F-10_01_84104.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-11_A1p_P3-F-11_01_84105.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-09_A1p_P3-D-9_01_84078.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-02_A1p_P3-A-2_01_84034.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-11_A1p_P3-B-11_01_84055.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-07_A1p_P3-D-7_01_84076.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-12_A1p_P3-B-12_01_84056.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-12_A1p_P3-F-12_01_84106.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-01_A1p_P3-G-1_01_84108.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-08_A1p_P3-B-8_01_84052.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-09_A1p_P3-B-9_01_84053.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-10_A1p_P3-B-10_01_84054.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-04_A1p_P3-D-4_01_84073.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-05_A1p_P3-D-5_01_84074.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-06_A1p_P3-D-6_01_84075.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-07_A1p_P3-F-7_01_84101.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-08_A1p_P3-F-8_01_84102.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-09_A1p_P3-F-9_01_84103.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-10_A1p_P3-H-10_01_84129.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-11_A1p_P3-H-11_01_84130.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-12_A1p_P3-H-12_01_84131.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-11_A1p_P3-D-11_01_84080.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-02_A1p_P3-G-2_01_84109.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-03_A1p_P3-G-3_01_84110.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-01_A1p_P3-E-1_01_84083.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-03_A1p_P3-A-3_01_84035.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-01_A1p_P3-C-1_01_84058.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-04_A1p_P3-A-4_01_84036.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-02_A1p_P3-C-2_01_84059.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-05_A1p_P3-A-5_01_84037.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-04_A1p_P3-G-4_01_84111.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-12_A1p_P3-D-12_01_84081.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-02_A1p_P3-E-2_01_84084.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-03_A1p_P3-C-3_01_84060.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-05_A1p_P3-G-5_01_84112.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-06_A1p_P3-A-6_01_84038.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-04_A1p_P3-E-4_01_84086.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-04_A1p_P3-C-4_01_84061.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-05_A1p_P3-C-5_01_84062.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-07_A1p_P3-A-7_01_84039.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-07_A1p_P3-G-7_01_84114.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-03_A1p_P3-E-3_01_84085.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-08_A1p_P3-A-8_01_84040.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-06_A1p_P3-G-6_01_84113.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-05_A1p_P3-E-5_01_84087.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-08_A1p_P3-D-8_01_84077.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-10_A1p_P3-D-10_01_84079.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-06_A1p_P3-C-6_01_84063.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-06_A1p_P3-E-6_01_84088.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-08_A1p_P3-G-8_01_84115.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-08_A1p_P3-C-8_01_84065.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-07_A1p_P3-E-7_01_84089.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-07_A1p_P3-C-7_01_84064.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-09_A1p_P3-A-9_01_84041.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-10_A1p_P3-A-10_01_84042.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-09_A1p_P3-G-9_01_84116.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-08_A1p_P3-E-8_01_84090.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-10_A1p_P3-G-10_01_84117.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-11_A1p_P3-G-11_01_84118.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-09_A1p_P3-C-9_01_84066.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-09_A1p_P3-E-9_01_84091.d;W:\MZKE001_A1p_10000_SN0\MKZE001_G-12_A1p_P3-G-12_01_84119.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-11_A1p_P3-E-11_01_84093.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-12_A1p_P3-A-12_01_84044.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-10_A1p_P3-C-10_01_84067.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-11_A1p_P3-C-11_01_84068.d;W:\MZKE001_A1p_10000_SN0\MKZE001_A-11_A1p_P3-A-11_01_84043.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-10_A1p_P3-E-10_01_84092.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-01_A1p_P3-B-1_01_84045.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-01_A1p_P3-H-1_01_84120.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-02_A1p_P3-H-2_01_84121.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-02_A1p_P3-B-2_01_84046.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-03_A1p_P3-H-3_01_84122.d;W:\MZKE001_A1p_10000_SN0\MKZE001_E-12_A1p_P3-E-12_01_84094.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-05_A1p_P3-H-5_01_84124.d;W:\MZKE001_A1p_10000_SN0\MKZE001_C-12_A1p_P3-C-12_01_84069.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-01_A1p_P3-F-1_01_84095.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-03_A1p_P3-B-3_01_84047.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-01_A1p_P3-D-1_01_84070.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-04_A1p_P3-H-4_01_84123.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-02_A1p_P3-F-2_01_84096.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-03_A1p_P3-F-3_01_84097.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-04_A1p_P3-B-4_01_84048.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-04_A1p_P3-F-4_01_84098.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-06_A1p_P3-H-6_01_84125.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-07_A1p_P3-H-7_01_84126.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-03_A1p_P3-D-3_01_84072.d;W:\MZKE001_A1p_10000_SN0\MKZE001_D-02_A1p_P3-D-2_01_84071.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-05_A1p_P3-B-5_01_84049.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-05_A1p_P3-F-5_01_84099.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-07_A1p_P3-B-7_01_84051.d;W:\MZKE001_A1p_10000_SN0\MKZE001_F-06_A1p_P3-F-6_01_84100.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-08_A1p_P3-H-8_01_84127.d;W:\MZKE001_A1p_10000_SN0\MKZE001_B-06_A1p_P3-B-6_01_84050.d;W:\MZKE001_A1p_10000_SN0\MKZE001_H-09_A1p_P3-H-9_01_84128.d
487.9s : 459.258m/z;0;0;0;0;0;0;0;0;0;0;129985;132431;133941;0;0;0;0;0;0;0;0;0;0;0;0;0;79630;0;135204;0;128621;0;0;0;0;0;0;0;0;0;92363;0;0;0;0;0;0;0;68903;0;0;0;0;0;89314;127479;0;62477;0;0;71560;0;0;0;91903;0;0;89514;0;67671;0;0;121636;0;0;0;0;0;141472;0;0;0;0;95532;0;0;0;0;0;0;0;101137;0;0;0;0
471.5s : 480.280m/z;0;0;0;0;0;0;0;0;0;0;127467;130200;118759;0;0;0;0;0;0;0;0;0;0;0;0;0;53800;0;130786;0;106729;0;0;0;0;0;0;0;0;0;57352;0;0;0;0;0;0;0;0;0;0;0;0;0;57066;54031;0;0;0;0;0;0;0;0;107382;0;0;46690;0;0;0;0;134998;0;0;0;0;0;130269;0;0;0;0;42763;0;0;0;0;0;0;0;47368;0;0;0;0
500.9s : 228.196m/z;112733;0;0;0;120100;0;0;0;0;0;130654;0;106189;0;0;0;103239;0;0;0;0;0;0;0;0;0;0;95559;110383;0;0;0;86653;0;0;0;118614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;133521;136330;0;0;0;0;0;86655;0;0;0;0;0;0;0;0;0;92323;0;0;0;0;0;0;0;0;87285;0;0;0;0;0;197408;0;163519;0;0;0;0;0;0;0;0
900.1s : 685.508m/z;0;0;0;0;34597;0;0;0;0;0;0;0;0;0;26197;0;43363;0;0;0;31646;0;0;0;0;0;32451;34112;0;0;0;0;0;0;0;0;0;0;30878;0;0;0;58543;0;0;0;0;0;0;0;0;29276;0;0;0;0;0;0;0;0;25639;35188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41923;0;0;0;0;0;0;29073;0;0;31066;0;0;30842;0;34519;0;0;0
883.3s : 707.490m/z;0;0;0;0;49822;0;0;0;0;0;0;0;0;0;31361;0;35312;0;0;0;29505;0;0;0;0;29201;49663;37824;0;0;0;0;0;0;0;0;0;0;31798;0;0;0;43545;0;0;0;0;0;0;0;0;31232;26993;0;0;0;0;0;0;0;0;32393;0;0;0;0;0;0;0;0;0;0;0;0;28841;0;29322;39636;0;0;0;0;0;0;28675;0;0;31927;0;0;35017;0;34998;0;0;0
961.0s : 360.310m/z;0;83109;0;0;0;0;0;0;53832;51741;0;0;78591;53821;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104372;0;64983;0;0;0;0;0;0;0;62657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110984;0;64220;0;0;66606;0;0;0;0;0;0;0;0;63707;0;0;58362;0;0;0;0;0;0;0;0;0;0;0;0;0;52699;58966;0;0;0;0;0;0;0
45.1s : 132.102m/z;0;0;0;0;0;0;0;0;0;0;89117;153084;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;69573;0;0;0;0;0;0;0;0;71420;0;294187;125220;0;0;0;0;0;0;0;0;0;0;0;54453;0;69226;0;0;0;0;0;0;0;0;0;0;0;0;64926;236638;0;173315;0;0;0;0;0;0;0;0;0;102313;0;0;0;0;0;0;0;0;94192;224923;0;0;0;0;0;0
811.9s : 476.321m/z;0;0;0;0;0;0;0;0;0;0;95927;87926;76168;0;0;0;70727;60593;0;0;0;0;0;0;0;0;0;0;73381;0;65411;0;0;0;53562;0;0;0;0;0;59327;0;0;0;0;0;0;0;67488;0;0;0;0;50826;0;76228;0;58943;0;0;69956;0;0;0;58393;0;0;66830;0;0;0;0;90015;0;0;0;0;0;102064;61207;0;0;0;0;0;0;0;0;0;0;0;64983;0;0;0;0
666.0s : 371.326m/z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;141142;0;0;0;110412;0;178759;0;0;0;107523;0;0;0;0;0;0;112030;0;0;136153;0;0;0;0;0;164797;0;0;0;0;0;0;0;0;0;103539;0;84776;0;0;0;0;0;0;127142;0;0;0;0;0;0;0;0;0;0;95374;0;105043;81526;0;172693;0;82005;0;0;0;0;0;0;0;95951;0;0;0;0;0;0;0;0
870.9s : 685.508m/z;0;0;0;0;40809;0;0;0;0;0;0;36537;0;0;0;0;0;0;0;0;29011;0;0;0;0;30157;40707;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30552;34803;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26774;0;70049;0;0;0;0;0;32428;0;0;30633;0;0;31480;0;0;0;0;0
523.9s : 499.105m/z;0;80905;0;62812;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68883;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73935;89049;0;0;0;0;0;0;0;0;0;69449;80176;0;0;68598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;61138;0;0;0;0;0;63326;0;0;0;0;0;0;83547;0;0
1057.7s : 517.391m/z;0;127404;0;0;99226;189945;0;0;117489;0;0;0;0;0;0;0;0;0;0;127585;0;157265;0;0;0;147260;0;0;0;0;0;0;0;0;156289;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;147889;0;0;0;132002;0;0;185603;0;0;0;0;0;0;0;140726;0;145881;0;0;160984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
903.3s : 553.430m/z;0;0;0;0;39116;0;0;0;0;0;0;20853;0;0;0;0;0;0;0;0;48592;0;32277;0;0;36414;35049;37194;0;0;0;0;0;0;0;0;38008.98167;0;0;0;40315.6713;0;0;20071.61242;0;0;0;0;0;0;0;0;0;0;0;22629;38000;0;0;0;0;49965;0;0;0;0;0;0;0;0;0;0;0;0;0;32641;0;48749;0;0;0;0;0;0;40476;0;0;0;0;0;34831;0;48600;0;0;0
761.9s : 129.055m/z;0;104382;0;0;142705;0;0;0;0;0;0;53445;77867;61669;0;0;0;0;0;0;0;0;0;0;60054;0;85441;0;125429;0;0;117076;0;0;0;0;0;0;0;0;0;0;71879;0;0;0;0;78545;0;0;0;0;0;65198;0;0;0;0;97066;0;0;85197;0;0;0;0;0;0;0;61554;0;65197;0;0;0;65475;0;0;0;0;70809;0;0;0;0;91154;0;0;60606;0;0;0;0;85207;0;0
914.7s : 773.560m/z;0;0;40620;0;0;0;0;0;0;0;0;0;0;0;0;0;110718;0;0;0;43378;0;0;0;0;38192;0;0;0;38748;0;0;0;38994;0;0;0;0;36045;0;0;0;171098;0;0;33293;0;0;0;0;0;50993;0;0;0;0;0;0;0;0;38242;55717;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108389;0;0;0;0;0;0;42953;0;0;0;0;0;0;0;0;0;0;0
796.1s : 187.097m/z;0;0;0;0;0;0;0;0;0;0;88643;100579;76786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71761;0;71770;0;0;0;0;0;0;0;0;0;71834;0;0;0;0;0;0;0;0;0;0;0;0;0;52519;72990;0;0;0;0;72828;0;0;0;62367;0;0;74613;0;0;0;0;93915;0;0;0;0;0;105551;0;0;0;0;0;0;0;0;0;0;0;0;70019;0;0;0;0
922.8s : 377.326m/z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;109580;0;0;60291;108927;0;64480;0;0;0;0;0;0;0;0;0;0;89523;0;0;0;0;0;0;0;0;163723;0;0;0;0;0;0;54481;0;0;0;0;0;0;81908;0;72806;0;0;69186;67417;0;0;0;0;0;0;0;66429;0;0;0;0;61176;0;57432;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
491.2s : 179.143m/z;61395;0;0;0;0;0;0;0;0;0;0;0;0;62318;0;0;89401;0;0;0;0;0;0;0;0;0;0;0;0;0;63634;0;0;0;0;0;0;0;0;0;71891;0;0;0;0;0;0;0;0;62237;0;0;0;0;0;0;0;84499;0;0;0;0;0;0;71737;0;0;91779;0;65438;0;0;71264;0;59575;0;0;0;0;0;0;0;0;0;53843;0;0;0;0;0;0;0;0;0;0;0
1057.6s : 251.127m/z;0;0;0;0;0;0;0;0;0;0;28708;26090;28956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29048;0;33078;0;0;0;0;0;31517;0;0;34224;0;0;0;31613;0;0;0;0;0;0;0;0;0;0;0;28356;0;0;0;0;31758;0;0;0;29914;0;0;28813;0;0;0;0;30045;0;0;0;0;0;0;0;0;0;0;25892;0;0;0;0;0;28167;0;28695;0;0;0;0
914.3s : 795.542m/z;0;0;38156;35692;0;0;0;0;0;0;0;0;0;0;0;0;42905;0;0;0;33760;0;0;0;0;36459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62420;0;0;0;0;0;0;0;0;40325;0;0;0;0;0;0;0;0;0;41663;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45959;0;0;0;0;0;0;37614;0;0;0;0;0;0;0;0;0;0;0
621.4s : 288.289m/z;0;0;0;116774;158999;0;96354;0;0;0;0;0;0;0;77678;0;0;0;0;0;89158;0;115541;0;0;0;0;0;0;0;0;0;97960;0;0;0;0;0;0;97010;0;0;0;0;0;0;0;123558;0;0;0;0;121141;0;0;0;0;113481;0;0;127067;0;0;0;0;0;0;0;0;0;0;0;0;0;91385;0;0;0;0;83773;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
871.8s : 641.482m/z;0;0;29615;0;0;0;0;0;0;0;0;48162;0;0;0;0;0;0;0;0;38888;0;29975;0;0;38433;49537;0;0;0;0;0;0;38796;0;0;0;0;0;0;0;0;62389;0;0;0;0;0;0;29728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27318;0;0;91361;0;0;0;34677;0;42955;0;0;0;0;0;0;0;0;0;0;0
881.9s : 773.560m/z;0;0;0;0;26420;0;0;0;0;0;0;0;0;0;22803;0;24398;0;0;0;0;0;0;0;0;0;29900;31459;0;0;0;0;0;0;0;0;0;0;21900;0;0;0;32456;0;0;0;0;0;0;0;0;20389;0;23054;0;0;0;0;0;0;0;21318;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29764;0;0;0;0;0;0;0;0;0;24710;0;0;22952;0;26668;0;0;0
744.7s : 331.248m/z;0;0;0;0;0;0;0;0;0;0;91945;119752;120077;81775;0;68932;101532;0;0;0;0;0;0;0;0;0;66634;0;116960;0;122505;0;0;0;0;0;0;0;0;0;70472;0;0;66930;0;0;0;0;80485;0;0;0;0;0;0;123261;0;71215;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137776;0;0;0;0;79623;0;0;0;0;0;0;0;87639;0;0;0;0
731.6s : 317.232m/z;0;0;0;0;0;0;0;0;0;0;68218;91236;86694;0;0;0;77847;64502;0;0;0;0;0;0;0;0;59753;0;80799;0;76498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75707;0;0;0;0;0;0;0;0;67328;0;0;0;0;0;0;0;0;0;0;0;0;0;95616;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
494.0s : 427.193m/z;0;0;0;0;0;0;0;0;0;0;0;59921;56973;67967;63387;0;0;0;0;0;0;0;0;0;0;0;59518;0;73449;0;83475;0;0;0;0;0;83656;0;0;0;0;0;0;0;0;0;0;0;71679;0;0;0;0;0;71202;0;0;0;0;0;0;0;0;0;0;0;0;80435;0;53807;0;0;0;0;0;0;0;0;0;0;0;0;0;68957;0;0;0;0;0;0;0;71696;0;0;0;0
471.7s : 485.235m/z;0;0;0;0;0;0;0;0;0;0;0;52180;44592;0;0;0;0;0;0;0;0;0;0;0;0;0;50545;0;57751;0;45848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42275;0;0;0;0;0;0;0;0;0;0;0;0;0;53152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
845.1s : 440.409m/z;93775;0;0;0;0;0;0;0;0;0;0;0;70858;0;0;84915;93226;0;0;0;0;0;52238;0;0;0;0;0;0;0;106156;0;0;0;0;0;106450;0;0;87763;118982;0;0;70084;0;0;0;0;77587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;104568;0;0;0;63636;68280;0;0;0;0;0;0;0
872.2s : 658.509m/z;0;0;0;49943;0;0;0;0;0;0;0;67941;0;0;0;0;0;0;0;0;0;48797;0;0;0;0;0;0;0;0;0;0;0;0;0;29220;0;0;0;0;0;0;0;46427;29547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108107;0;0;0;0;0;0;0;0;0;36898;0;0;0;0;0;0;0
869.4s : 746.561m/z;0;0;0;0;50198;0;0;0;0;0;0;42241;0;0;0;0;0;28445;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50990;29172;0;0;0;0;0;30093;0;0;34417;0;0;0;0;0;0;0;0;0;0;25946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;62149;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
912.0s : 861.612m/z;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;130405;0;0;0;96915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83778;0;0;0;200891;0;0;0;0;0;0;0;0;116491;0;0;0;0;91903;0;0;0;83932;110270;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;138039;0;0;0;0;0;0;93762;0;0;0;0;0;0;0;0;0;0;0
688.4s : 241.180m/z;0;0;0;0;0;0;0;0;0;0;88181;93775;81525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;98368;0;97564;0;0;0;82485;0;108304;0;0;0;104972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77777;0;0;0;0;90887;0;0;0;95887;0;0;117225;0;0;0;0;102861;0;0;0;0;0;85911;0;0;0;0;80589;0;0;0;0;0;0;0;0;0;0;0;0
789.6s : 285.170m/z;0;0;0;0;0;0;0;0;0;0;68841;0;0;0;0;0;87626;86792;0;0;0;0;0;0;0;0;0;105725;0;0;0;0;0;0;154239;0;0;0;0;0;0;0;0;0;0;0;0;0;159096;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77701;0;121763;0;0;0;0;85607;0;0;0;110279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89642;0;0;0
567.6s : 221.064m/z;0;0;0;0;0;0;0;0;0;0;42594;0;48872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43873;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43984;0;0;45593;0;0;0;0;40860;0;0;0;0;0;43986;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
288.1s : 201.112m/z;0;0;0;0;0;0;0;0;0;0;0;137383;142598;171711;139373;0;0;0;0;0;0;0;0;0;0;0;0;0;145805;0;405966;0;0;0;166648;0;764802;0;0;0;147704;0;0;0;0;0;0;0;194277;0;0;0;0;0;143010;0;0;0;0;0;0;0;0;0;0;0;0;378718;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;329448;0;0;0;0;0;161934;0;490865;0;0;0;0
324.7s : 143.070m/z;0;0;0;0;0;0;0;0;0;0;0;57571;0;86156;56499;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102544;0;0;0;0;0;281140;0;0;0;69474;0;0;0;0;0;0;0;80839;0;0;0;0;0;52052;0;0;0;0;0;0;0;0;0;0;0;0;90703;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;83805;0;0;0;0;0;58202;0;141199;0;0;0;0
522.0s : 436.253m/z;0;0;0;0;0;0;0;0;0;0;0;0;70570;142508;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;90746;0;0;0;0;0;222956;0;0;0;0;0;0;0;0;0;0;0;148479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;89661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;137280;0;0;0;0;0;61978;0;232046;0;0;0;0
773.9s : 306.119m/z;0;0;0;35954;0;0;0;0;0;0;0;28430.47902;0;0;0;0;0;0;0;0;0;33253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33527;0;0;0;0;0;0;0;0;32074;0;0;0;0;0;32756;0;0;28311;0;0;0;0;0;0;0;0;27886.26212;0;0;0;0;0;0;0;0;0;0;40768;0;0;0;30127;0;0;0;0;0;0;0;0;0;0;0
869.7s : 729.534m/z;0;0;0;0;29260;0;0;0;0;0;0;23920;0;0;0;0;24438;0;0;0;0;0;0;0;0;0;28661;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32260;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;45884;0;0;0;0;0;0;0;0;0;0;0;0;0;26455;0;0;0
855.4s : 403.232m/z;0;0;0;0;69634;0;0;0;80901;0;0;0;0;0;0;0;0;0;0;81814;0;97139;0;0;0;0;0;0;0;0;0;0;66675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;107900;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75920;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
731.6s : 655.438m/z;0;0;0;0;0;0;0;0;0;0;45156;56863;54769;0;0;0;49537;37668;0;0;0;0;0;0;0;0;0;0;54908;0;50972;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50255;0;39165;0;0;0;0;0;0;41294;0;0;0;0;0;0;0;36467;0;0;0;0;0;61681;0;0;0;0;0;0;0;0;0;0;0;0;33867;0;0;0;0
812.3s : 273.206m/z;0;0;0;0;0;0;0;0;0;0;0;0;89554;138178;90351;100401;115269;0;0;0;0;0;0;0;0;0;0;0;0;0;117113;0;0;0;0;0;125935;0;0;0;0;0;0;0;0;0;0;0;94872;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;78740;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96515;0;0;0;0;0;0;0;134590;0;0;0;0
